,year_make,model_trim,price,state,miles,source,type
303,2017 Audi,A8 L,41998,MO,45000.0,carmax,sedan
304,2016 Audi,A4 Premium,24998,KS,37000.0,carmax,sedan
305,2015 Audi,A3 Premium,18998,FL,74000.0,carmax,sedan
306,2016 Audi,A6 Premium Plus,28998,FL,42000.0,carmax,sedan
307,2016 Audi,A3 Premium,21998,FL,40000.0,carmax,sedan
308,2014 Audi,A6 Premium Plus,19998,FL,88000.0,carmax,sedan
309,2016 Audi,A3 Premium,20998,FL,56000.0,carmax,sedan
310,2019 Audi,A4 Premium,28998,FL,43000.0,carmax,sedan
311,2015 Audi,A3 Premium,18998,FL,58000.0,carmax,sedan
312,2016 Audi,A3 Prestige,22998,NE,26000.0,carmax,sedan
313,2018 Audi,A7 Prestige,48998,FL,28000.0,carmax,sedan
314,2014 Audi,A6 Prestige,28998,FL,26000.0,carmax,sedan
315,2018 Audi,S3 Premium Plus,34998,FL,41000.0,carmax,sedan
316,2016 Audi,A4 Premium,23998,LA,40000.0,carmax,sedan
317,2015 Audi,A3 Prestige,20998,OK,72000.0,carmax,sedan
318,2016 Audi,A6 Premium Plus,27998,OK,40000.0,carmax,sedan
319,2018 Audi,A3 Premium,25998,OK,19000.0,carmax,sedan
320,2018 Audi,S6 Prestige,52998,TX,30000.0,carmax,sedan
321,2019 Audi,RS3 ,61998,TX,14000.0,carmax,sedan
322,2020 Audi,A4 Premium Plus,39998,TX,10000.0,carmax,sedan
323,2020 Audi,A3 Premium,32998,TX,6000.0,carmax,sedan
324,2018 Audi,A6 Premium Plus,34998,TX,21000.0,carmax,sedan
325,2016 Audi,A3 Premium Plus,23998,TX,35000.0,carmax,sedan
326,2016 Audi,A6 Premium Plus,29998,TX,47000.0,carmax,sedan
327,2016 Audi,A3 Premium,21998,TX,39000.0,carmax,sedan
328,2014 Audi,A4 Premium Plus,20998,CA,86000.0,carmax,sedan
329,2015 Audi,A3 Premium Plus,18998,CA,88000.0,carmax,sedan
330,2015 Audi,A3 Premium,19998,CA,77000.0,carmax,sedan
331,2017 Audi,S7 Premium Plus,53998,CO,33000.0,carmax,sedan
332,2020 Audi,S7 Prestige,80998,AZ,12000.0,carmax,sedan
333,2019 Audi,RS3 ,60998,CA,9000.0,carmax,sedan
334,2012 Audi,A4 Premium Plus,19998,CA,49000.0,carmax,sedan
335,2015 Audi,A4 Premium Plus,23998,WA,46000.0,carmax,sedan
336,2018 Audi,RS3 ,61998,CA,15000.0,carmax,sedan
337,2021 Audi,A8 L,82998,CA,2000.0,carmax,sedan
338,2020 Audi,S6 Premium Plus,72998,CA,15000.0,carmax,sedan
339,2014 Audi,A6 Premium Plus,23998,CA,59000.0,carmax,sedan
340,2018 Audi,A4 Premium Plus,25998,CA,61000.0,carmax,sedan
341,2016 Audi,A4 Premium,26998,CA,10000.0,carmax,sedan
342,2017 Audi,S6 Premium Plus,46998,CA,31000.0,carmax,sedan
343,2015 Audi,A4 Premium,21998,CA,52000.0,carmax,sedan
344,2018 Audi,A4 Premium Plus,26998,TX,70000.0,carmax,sedan
345,2015 Audi,A3 Premium Plus,23998,WA,23000.0,carmax,sedan
346,2014 Audi,A4 Premium,19998,AZ,68000.0,carmax,sedan
347,2019 Audi,A5 Premium Plus,46998,OR,6000.0,carmax,sedan
348,2016 Audi,A6 Prestige,29998,CA,62000.0,carmax,sedan
349,2016 Audi,A4 Premium,21998,NV,57000.0,carmax,sedan
350,2019 Audi,S3 Premium Plus,43998,CA,6000.0,carmax,sedan
351,2019 Audi,S3 Premium Plus,40998,CA,16000.0,carmax,sedan
352,2019 Audi,A4 Premium Plus,32998,CA,8000.0,carmax,sedan
353,2018 Audi,A7 Premium Plus,52998,NV,13000.0,carmax,sedan
354,2018 Audi,S4 Premium Plus,38998,CA,33000.0,carmax,sedan
355,2017 Audi,S3 Premium Plus,35998,TX,17000.0,carmax,sedan
356,2020 Audi,A3 Premium Plus,35998,NM,6000.0,carmax,sedan
357,2015 Audi,A6 Premium Plus,25998,CA,53000.0,carmax,sedan
358,2015 Audi,A4 Premium,21998,CA,45000.0,carmax,sedan
359,2019 Audi,A3 Premium Plus,32998,NM,15000.0,carmax,sedan
360,2016 Audi,A7 Prestige,37998,CA,52000.0,carmax,sedan
361,2020 Audi,A3 Premium,31998,NM,7000.0,carmax,sedan
362,2017 Audi,A4 Prestige,27998,CA,55000.0,carmax,sedan
363,2015 Audi,A3 Premium Plus,17998,CA,92000.0,carmax,sedan
364,2019 Audi,A5 Premium Plus,39998,CA,17000.0,carmax,sedan
365,2020 Audi,A4 Premium,34998,CA,10000.0,carmax,sedan
366,2019 Audi,A4 Premium,32998,AZ,14000.0,carmax,sedan
367,2019 Audi,A4 Premium,30998,CA,16000.0,carmax,sedan
368,2016 Audi,A3 Premium,22998,CA,35000.0,carmax,sedan
369,2016 Audi,A3 Premium,19998,NV,57000.0,carmax,sedan
370,2016 Audi,A3 Premium,19998,CA,65000.0,carmax,sedan
371,2019 Audi,A4 Premium,29998,CA,17000.0,carmax,sedan
372,2016 Audi,A4 Premium,23998,AZ,39000.0,carmax,sedan
373,2019 Audi,A3 Premium,26998,CA,19000.0,carmax,sedan
374,2018 Audi,A6 Sport,30998,TX,53000.0,carmax,sedan
375,2017 Audi,A4 Premium Plus,27998,CA,39000.0,carmax,sedan
376,2017 Audi,A3 Premium,21998,CA,50000.0,carmax,sedan
377,2019 Audi,A4 Premium Plus,33998,CA,19000.0,carmax,sedan
378,2018 Audi,A4 Premium Plus,33998,CA,16000.0,carmax,sedan
379,2018 Audi,A4 Premium,26998,CA,27000.0,carmax,sedan
380,2018 Audi,A4 Premium,25998,CA,46000.0,carmax,sedan
381,2018 Audi,A4 Premium Plus,32998,CA,16000.0,carmax,sedan
382,2018 Audi,A4 Premium,26998,TX,43000.0,carmax,sedan
383,2020 Audi,A3 Premium,31998,CA,8000.0,carmax,sedan
384,2018 Audi,A3 Premium Plus,29998,NV,18000.0,carmax,sedan
385,2016 Audi,A3 Premium,21998,TX,59000.0,carmax,sedan
386,2016 Audi,A3 Premium Plus,24998,CA,24000.0,carmax,sedan
387,2017 Audi,A4 Premium Plus,25998,CA,37000.0,carmax,sedan
388,2016 Audi,A4 Premium,24998,NV,51000.0,carmax,sedan
389,2018 Audi,A3 Premium Plus,26998,CA,36000.0,carmax,sedan
390,2017 Audi,A4 Prestige,28998,CA,45000.0,carmax,sedan
391,2016 Audi,A3 Premium,23998,WA,39000.0,carmax,sedan
392,2016 Audi,A3 Premium,23998,NV,24000.0,carmax,sedan
393,2018 Audi,A3 Premium,24998,CA,44000.0,carmax,sedan
394,2015 Audi,A3 Premium,20998,NV,58000.0,carmax,sedan
395,2018 Audi,A4 Premium Plus,30998,CA,25000.0,carmax,sedan
396,2018 Audi,A4 Premium,29998,CA,18000.0,carmax,sedan
397,2017 Audi,A3 Premium,25998,CA,17000.0,carmax,sedan
